Step;Has Improved;Current fitness;Current improvement;Best Solution;Best Fitness;Best Improvement;Current Temperature
27;1;308134;-0,7896;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;762342,714347104
28;1;343042;-11,3288;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;754719,287203633
29;-1;313728;8,5453;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;747172,094331596
30;-1;310384;1,0659;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;739700,37338828
31;1;312580;-0,7075;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;732303,369654397
32;1;326468;-4,443;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;724980,335957853
33;-1;313774;3,8883;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;717730,532598275
34;1;314214;-0,1402;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;710553,227272292
35;1;343696;-9,3828;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;703447,694999569
36;-1;311306;9,424;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;696413,218049573
37;1;313140;-0,5891;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;689449,085869078
38;-1;296314;5,3733;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;682554,595010387
39;1;302974;-2,2476;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;675729,049060283
40;1;320226;-5,6942;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;668971,75856968
41;-1;311854;2,6144;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;662282,040983983
42;1;312524;-0,2148;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;655659,220574143
43;-1;307666;1,5544;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;649102,628368402
44;-1;294188;4,3807;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;642611,602084718
45;1;298486;-1,461;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;636185,486063871
46;1;304056;-1,8661;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;629823,631203232
47;1;314958;-3,5855;{4,1,8,7,3,10,9,6,2,12,11,5};280142;0;623525,3948912
48;-1;307680;2,3108;{11,5,2,10,3,8,1,9,12,7,6,4};273154;2,4944;617290,140942288
49;1;316768;-2,9537;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;611117,239532865
50;1;321606;-1,5273;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;605006,067137536
51;1;324362;-0,8569;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;598956,006466161
52;1;327746;-1,0433;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;592966,446401499
53;1;330628;-0,8793;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;587036,781937484
54;-1;312256;5,5567;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;581166,414118109
55;1;316758;-1,4418;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;575354,749976928
56;-1;309344;2,3406;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;569601,202477159
57;1;310110;-0,2476;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;563905,190452387
58;-1;297776;3,9773;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;558266,138547863
59;1;301916;-1,3903;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;552683,477162385
60;1;329424;-9,1111;{11,5,2,10,3,8,1,9,12,7,6,4};273154;0;547156,642390761
61;-1;269428;18,2124;{8,12,6,2,7,3,9,4,11,10,5,1};269428;1,3641;541685,075966853
62;1;307656;-14,1886;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;536268,225207185
63;1;314462;-2,2122;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;530905,542955113
64;-1;301848;4,0113;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;525596,487525562
65;-1;295884;1,9758;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;520340,522650306
66;1;324086;-9,5314;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;515137,117423803
67;-1;281500;13,1403;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;509985,746249565
68;-1;274778;2,3879;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;504885,888787069
69;1;320958;-16,8063;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;499837,029899199
70;-1;314042;2,1548;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;494838,659600207
71;-1;313324;0,2286;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;489890,273004205
72;-1;303568;3,1137;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;484991,370274163
73;1;313684;-3,3324;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;480141,456571421
74;-1;293324;6,4906;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;475340,042005707
75;-1;291598;0,5884;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;470586,64158565
76;1;304778;-4,5199;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;465880,775169793
77;-1;294652;3,3224;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;461221,967418095
78;1;304348;-3,2907;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;456609,747743914
79;-1;298452;1,9373;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;452043,650266475
80;1;326546;-9,4132;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;447523,21376381
81;1;339598;-3,997;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;443047,981626172
82;-1;290988;14,314;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;438617,501809911
83;1;321400;-10,4513;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;434231,326791811
84;-1;305526;4,939;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;429889,013523893
85;-1;272102;10,9398;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;425590,123388654
86;1;302688;-11,2406;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;421334,222154768
87;-1;287794;4,9206;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;417120,87993322
88;1;338406;-17,5862;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;412949,671133888
89;-1;310204;8,3338;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;408820,174422549
90;-1;308070;0,6879;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;404731,972678324
91;-1;280784;8,8571;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;400684,65295154
92;1;319576;-13,8156;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;396677,806422025
93;-1;308864;3,3519;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;392711,028357805
94;-1;304048;1,5593;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;388783,918074227
95;1;309396;-1,7589;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;384896,078893484
96;1;323008;-4,3995;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;381047,118104549
97;-1;312670;3,2005;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;377236,646923504
98;1;319496;-2,1831;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;373464,280454269
99;1;324658;-1,6157;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;369729,637649726
100;-1;324444;0,0659;{8,12,6,2,7,3,9,4,11,10,5,1};269428;0;366032,341273229
