Step;Has Improved;Current fitness;Current improvement;Best Solution;Best Fitness;Best Improvement;Current Temperature
36;-1;294672;6,0219;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0,259;696413,218049573
37;1;295836;-0,395;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;689449,085869078
38;1;305544;-3,2815;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;682554,595010387
39;1;316562;-3,606;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;675729,049060283
40;1;324742;-2,584;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;668971,75856968
41;-1;302392;6,8824;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;662282,040983983
42;1;347106;-14,7868;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;655659,220574143
43;-1;333094;4,0368;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;649102,628368402
44;-1;328794;1,2909;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;642611,602084718
45;1;332450;-1,1119;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;636185,486063871
46;-1;331948;0,151;{10,7,4,5,6,8,9,2,12,3,1,11};276530;0;629823,631203232
47;-1;271160;18,3125;{2,6,10,8,7,9,1,11,3,5,12,4};271160;1,9419;623525,3948912
48;1;292188;-7,7548;{2,6,10,8,7,9,1,11,3,5,12,4};271160;0;617290,140942288
49;1;316374;-8,2775;{4,3,10,2,1,7,6,8,9,5,12,11};267380;1,394;611117,239532865
50;-1;313376;0,9476;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;605006,067137536
51;1;324010;-3,3934;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;598956,006466161
52;-1;281422;13,144;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;592966,446401499
53;1;287904;-2,3033;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;587036,781937484
54;1;321438;-11,6476;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;581166,414118109
55;-1;312014;2,9318;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;575354,749976928
56;1;313388;-0,4404;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;569601,202477159
57;-1;313330;0,0185;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;563905,190452387
58;-1;303742;3,06;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;558266,138547863
59;1;314986;-3,7018;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;552683,477162385
60;1;330940;-5,065;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;547156,642390761
61;-1;296632;10,3668;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;541685,075966853
62;1;327296;-10,3374;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;536268,225207185
63;-1;287284;12,225;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;530905,542955113
64;1;310714;-8,1557;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;525596,487525562
65;-1;290610;6,4703;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;520340,522650306
66;1;303564;-4,4575;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;515137,117423803
67;1;315534;-3,9432;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;509985,746249565
68;1;332994;-5,5335;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;504885,888787069
69;-1;310100;6,8752;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;499837,029899199
70;-1;310078;0,0071;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;494838,659600207
71;1;321748;-3,7636;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;489890,273004205
72;-1;311466;3,1957;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;484991,370274163
73;-1;279046;10,4088;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;480141,456571421
74;1;283958;-1,7603;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;475340,042005707
75;1;323536;-13,938;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;470586,64158565
76;1;325064;-0,4723;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;465880,775169793
77;-1;308266;5,1676;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;461221,967418095
78;1;322664;-4,6706;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;456609,747743914
79;1;343282;-6,3899;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;452043,650266475
80;-1;302830;11,7839;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;447523,21376381
81;1;318142;-5,0563;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;443047,981626172
82;-1;315088;0,9599;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;438617,501809911
83;-1;294782;6,4445;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;434231,326791811
84;1;313916;-6,4909;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;429889,013523893
85;1;316558;-0,8416;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;425590,123388654
86;-1;299632;5,3469;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;421334,222154768
87;1;315388;-5,2585;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;417120,87993322
88;-1;297466;5,6825;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;412949,671133888
89;1;331112;-11,3109;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;408820,174422549
90;1;346158;-4,5441;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;404731,972678324
91;-1;294560;14,9059;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;400684,65295154
92;1;302440;-2,6752;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;396677,806422025
93;-1;296286;2,0348;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;392711,028357805
94;1;307850;-3,903;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;388783,918074227
95;-1;275786;10,4155;{4,3,10,2,1,7,6,8,9,5,12,11};267380;0;384896,078893484
96;1;328302;-19,0423;{10,8,1,11,3,4,12,7,6,5,9,2};263392;1,4915;381047,118104549
97;-1;311980;4,9716;{10,8,1,11,3,4,12,7,6,5,9,2};263392;0;377236,646923504
98;-1;295944;5,1401;{10,8,1,11,3,4,12,7,6,5,9,2};263392;0;373464,280454269
99;1;306902;-3,7027;{10,8,1,11,3,4,12,7,6,5,9,2};263392;0;369729,637649726
100;-1;306298;0,1968;{10,8,1,11,3,4,12,7,6,5,9,2};263392;0;366032,341273229
